rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
99,"spotify:track:6RYsDCdeXeWK2bsCtYXLgy","Victor Mendivil, Oscar Maydon","Mejores Jordans 2","Rico o Muerto by Baja Sound LLC",14,100,16,"2053969"
100,"spotify:track:6v5qt5KPQHJt5ckWuhDGtM","Victor Valverde, JR Torres","El Mayor De Los Ranas","Vim Music",9,88,61,"2035371"
101,"spotify:track:6CRRlfXDdhsL6vih3J5xco","Alfredo Olivas","En Definitiva","Camiolvi",68,81,188,"2011867"
102,"spotify:track:5yXt80BNZGbmHFd0NHZHNn","Grupo Firme","El Beneficio De La Duda","Music VIP Entertainment Presenta Grupo Firme",5,83,84,"2002865"
103,"spotify:track:3EK4tGkSiO5xvvB5sM4tln","Mon Laferte, Juanes","Amárrame","Universal Music Mexico",22,120,91,"1998485"
104,"spotify:track:3KgHiAVuP88QoQs9CO4z1P","Tito Double P","TATTOO","Double P Records",1,99,45,"1995620"
105,"spotify:track:365KxSOgQJD88CPvnKZSUn","Kane Rodriguez","SE VOLVIERON LOCOS","WM Mexico",48,121,14,"1965583"
106,"spotify:track:6Z7f0BXDLI8k4CHR9KJdAD","La Arrolladora Banda El Limón De Rene Camacho","Mi Segunda Vida","UMLE - Disa",60,92,69,"1947267"
107,"spotify:track:41wtwzCZkXwpnakmwJ239F","Bad Bunny","Si Veo a Tu Mamá","Rimas Entertainment LLC",1,101,162,"1941052"
108,"spotify:track:5EJ2THuhAapEIeQOtXUQ0x","Maná","Oye Mi Amor","WM Mexico",90,131,39,"1939259"
