pais,fecha,mes_muestra,rank,artist_names,artist_01,artist_02,artist_03,artist_04,artist_05,artist_06,artist_07,artist_08,artist_09,artist_10,nacionalidad_01,nacionalidad_02,nacionalidad_03,nacionalidad_04,nacionalidad_05,nacionalidad_06,nacionalidad_07,nacionalidad_08,nacionalidad_09,nacionalidad_10,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
Argentina,2026/01/08,enero_2026,1,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,Candela Music,1,2,14,2121224
Argentina,2026/01/08,enero_2026,2,"ROSALÍA, Yahritza Y Su Esencia",ROSALÍA,Yahritza Y Su Esencia,NA,NA,NA,NA,NA,NA,NA,NA,España,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,La Perla,Columbia,1,4,9,1894868
Argentina,2026/01/08,enero_2026,3,"Roze Oficial, Max Carra, Valen, RAMKY EN LOS CONTROLES",Roze Oficial,Max Carra,Valen,RAMKY EN LOS CONTROLES,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,Tu jardín con enanitos,Sony Music Uruguay,1,1,33,1886481
Argentina,2026/01/08,enero_2026,4,La T y La M,La T y La M,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soy Favela,Sony Music Uruguay,3,3,5,1678702
Argentina,2026/01/08,enero_2026,5,Rels B,Rels B,NA,NA,NA,NA,NA,NA,NA,NA,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU VAS SIN (fav),DALE PLAY Records / Flakk Team,3,5,25,1554352
Argentina,2026/01/08,enero_2026,6,"W Sound, Beéle, Ovy On The Drums",W Sound,Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,La Plena - W Sound 05,WEA Latina,1,7,45,1470603
Argentina,2026/01/08,enero_2026,7,"Bizarrap, Daddy Yankee",Bizarrap,Daddy Yankee,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,"Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",DALE PLAY Records,1,8,10,1364365
Argentina,2026/01/08,enero_2026,8,"La T y La M, Malandro",La T y La M,Malandro,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,Amor de Vago,GraceMusic,1,6,70,1359473
Argentina,2026/01/08,enero_2026,9,"Bizarrap, J Balvin",Bizarrap,J Balvin,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,"J Balvin: Bzrp Music Sessions, Vol. 62/66",DALE PLAY Records,9,14,2,1342301
Argentina,2026/01/08,enero_2026,10,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,no tiene sentido,5020 Records,8,23,33,1278377
Argentina,2026/01/08,enero_2026,11,Max Carra,Max Carra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,UWAIE - versión cumbia,Max Carra,9,9,49,1273158
Argentina,2026/01/08,enero_2026,12,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",El Bogueto,Anuel AA,Fuerza Regida,Yung Beef,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,Mexico,España,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante - Remix,El Bogueto,12,13,4,1208546
Argentina,2026/01/08,enero_2026,13,"Luck Ra, Miranda!",Luck Ra,Miranda!,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,TU MISTERIOSO ALGUIEN (CUARTETO) (feat. Miranda!),Sony Music Latin,2,10,17,1128439
Argentina,2026/01/08,enero_2026,14,Milo j,Milo j,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niño,Sony Music Latin,6,16,15,1120199
Argentina,2026/01/08,enero_2026,15,Airbag,Airbag,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pensamientos,Pop Art,15,24,45,1071926
Argentina,2026/01/08,enero_2026,16,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,15,53,1054588
Argentina,2026/01/08,enero_2026,17,Djo,Djo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,NA,End of Beginning,Djo,17,111,16,1008391
Argentina,2026/01/08,enero_2026,18,"Myke Towers, Quevedo",Myke Towers,Quevedo,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,España,NA,NA,NA,NA,NA,NA,NA,NA,SOLEAO,WEA Latina,4,20,32,1004085
Argentina,2026/01/08,enero_2026,19,"Beéle, Ovy On The Drums",Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,mi refe,5020 Records,19,42,53,971661
Argentina,2026/01/08,enero_2026,20,"Maria Becerra, TINI, XROSS",Maria Becerra,TINI,XROSS,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,HASTA QUE ME ENAMORO,WEA Latina,8,27,16,967192
Argentina,2026/01/08,enero_2026,21,"Young Cister, Kreamly",Young Cister,Kreamly,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,QLOO*,Sony Music Entertainment Chile S.A,2,11,28,955694
Argentina,2026/01/08,enero_2026,22,"Alleh, Yorghaki",Alleh,Yorghaki,NA,NA,NA,NA,NA,NA,NA,NA,Venezuela,Venezuela,NA,NA,NA,NA,NA,NA,NA,NA,capaz (merengueton),La Ciudad,3,29,52,941596
Argentina,2026/01/08,enero_2026,23,"Bad Bunny, Omar Courtz, Dei V",Bad Bunny,Omar Courtz,Dei V,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,VeLDÁ,Rimas Entertainment LLC.,6,30,53,893569
Argentina,2026/01/08,enero_2026,24,"Luck Ra, Karina, RAMKY EN LOS CONTROLES",Luck Ra,Karina,RAMKY EN LOS CONTROLES,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,LADRON,Sony Music Latin,18,18,4,877257
Argentina,2026/01/08,enero_2026,25,Cazzu,Cazzu,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Con Otra,DALE PLAY Records / RIMAS Entertainment LLC,6,17,42,855180
Argentina,2026/01/08,enero_2026,26,La T y La M,La T y La M,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Se Va,GraceMusic,22,22,63,854604
Argentina,2026/01/08,enero_2026,27,"Ovy On The Drums, Quevedo, Beéle",Ovy On The Drums,Quevedo,Beéle,NA,NA,NA,NA,NA,NA,NA,Colombia,España,Colombia,NA,NA,NA,NA,NA,NA,NA,YO y TÚ,WEA Latina,4,12,30,833515
Argentina,2026/01/08,enero_2026,28,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA",Blessd,Anuel AA,Yan Block,Luar La L,Kris R.,ROA,NA,NA,NA,NA,Colombia,Puerto Rico,Puerto Rico,Puerto Rico,Colombia,Puerto Rico,NA,NA,NA,NA,"YOGURCITO REMIX (feat. Kris R., ROA)",WEA Latina,13,35,19,829734
Argentina,2026/01/08,enero_2026,29,Babasonicos,Babasonicos,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Como Eran Las Cosas,Universal Music Argentina S.A.,11,41,147,829068
Argentina,2026/01/08,enero_2026,30,"Maria Becerra, El Alfa, XROSS",Maria Becerra,El Alfa,XROSS,NA,NA,NA,NA,NA,NA,NA,Argentina,Republica Dominicana,Argentina,NA,NA,NA,NA,NA,NA,NA,HACE CALOR,WEA Latina,16,38,7,822471
Argentina,2026/01/08,enero_2026,31,"Tincho & Javi, Max Carra",Tincho & Javi,Max Carra,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,Loco Enamorado I Varieté #4,Tincho Di Salvo,24,25,18,802529
Argentina,2026/01/08,enero_2026,32,"Ryan Castro, Kapo, Gangsta",Ryan Castro,Kapo,Gangsta,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,LA VILLA,AWOO Corp./Sony Music Latin,32,-1,1,800091
Argentina,2026/01/08,enero_2026,33,"Tiago PZK, Ke Personajes",Tiago PZK,Ke Personajes,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,Piel,WEA Latina,2,26,101,798272
Argentina,2026/01/08,enero_2026,34,Airbag,Airbag,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Por Mil Noches,DALE PLAY Records / Airbag,18,32,312,794567
Argentina,2026/01/08,enero_2026,35,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,Rimas Entertainment LLC.,1,33,53,776234
Argentina,2026/01/08,enero_2026,36,Tan Bionica,Tan Bionica,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Obsesionario en La Mayor,DALE PLAY Records,24,39,135,764619
Argentina,2026/01/08,enero_2026,37,Zion & Lennox,Zion & Lennox,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,La player (Bandolera),WEA Latina,12,52,80,761765
Argentina,2026/01/08,enero_2026,38,"Jere Klein, Katteyes, Mateo on the Beatz",Jere Klein,Katteyes,Mateo on the Beatz,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,TODO KE VER,2025 JERE KLEIN,3,31,21,749072
Argentina,2026/01/08,enero_2026,39,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,5,43,53,737164
Argentina,2026/01/08,enero_2026,40,"Luck Ra, BM",Luck Ra,BM,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,La Morocha,Sony Music Entertainment Chile S.A,1,19,131,729678
Argentina,2026/01/08,enero_2026,41,Miranda!,Miranda!,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tu Misterioso Alguien,Pelo Music,1,37,26,700742
Argentina,2026/01/08,enero_2026,42,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO ME QUIERO CASAR,Rimas Entertainment LLC,42,107,5,689835
Argentina,2026/01/08,enero_2026,43,"Héctor ""El Father"", Wisin & Yandel","Héctor ""El Father""",Wisin & Yandel,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,El Teléfono,Machete Music,39,60,14,686733
Argentina,2026/01/08,enero_2026,44,No Te Va Gustar,No Te Va Gustar,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,A las Nueve,Elefante Blanco,27,77,367,679363
Argentina,2026/01/08,enero_2026,45,"Luciano Pereyra, Ezequiel Y La Clave, Un Poco de Ruido, Pinky SD",Luciano Pereyra,Ezequiel Y La Clave,Un Poco de Ruido,Pinky SD,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,Si No Es Muy Tarde - Versión Cumbia,Universal Music Argentina S.A.,14,28,39,675391
Argentina,2026/01/08,enero_2026,46,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Bad Bunny,Ozuna,Farruko,Arcángel,Ñengo Flow,DJ Luian,Mambo Kingz,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,Diles,Rimas Entertainment LLC,25,65,102,660055
Argentina,2026/01/08,enero_2026,47,Plan B,Plan B,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Es un Secreto,Pina Records,28,51,165,657195
Argentina,2026/01/08,enero_2026,48,Taylor Swift,Taylor Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Fate of Ophelia,Taylor Swift,2,67,14,643894
Argentina,2026/01/08,enero_2026,49,"Milo j, Trueno",Milo j,Trueno,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,Gil,Sony Music Latin,17,46,15,643606
Argentina,2026/01/08,enero_2026,50,Intoxicados,Intoxicados,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nunca quise,Pop Art,50,68,467,628712
Argentina,2026/02/05,febrero_2026,1,"Ryan Castro, Kapo, Gangsta",Ryan Castro,Kapo,Gangsta,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,LA VILLA,AWOO Corp./Sony Music Latin,1,1,5,2582699
Argentina,2026/02/05,febrero_2026,2,Max Carra,Max Carra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,UWAIE - versión cumbia,Max Carra,2,6,53,2158313
Argentina,2026/02/05,febrero_2026,3,La T y La M,La T y La M,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soy Favela,Sony Music Uruguay,2,2,9,2095459
Argentina,2026/02/05,febrero_2026,4,"Roze Oficial, Max Carra, Valen, RAMKY EN LOS CONTROLES",Roze Oficial,Max Carra,Valen,RAMKY EN LOS CONTROLES,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,Tu jardín con enanitos,Sony Music Uruguay,1,3,37,1799289
Argentina,2026/02/05,febrero_2026,5,"ROSALÍA, Yahritza Y Su Esencia",ROSALÍA,Yahritza Y Su Esencia,NA,NA,NA,NA,NA,NA,NA,NA,España,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,La Perla,Columbia,1,5,13,1713923
Argentina,2026/02/05,febrero_2026,6,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,Candela Music,1,4,18,1639789
Argentina,2026/02/05,febrero_2026,7,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",El Bogueto,Anuel AA,Fuerza Regida,Yung Beef,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,Mexico,España,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante - Remix,El Bogueto,7,8,8,1459530
Argentina,2026/02/05,febrero_2026,8,Rels B,Rels B,NA,NA,NA,NA,NA,NA,NA,NA,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU VAS SIN (fav),DALE PLAY Records / Flakk Team,3,7,29,1458491
Argentina,2026/02/05,febrero_2026,9,"La T y La M, Malandro",La T y La M,Malandro,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,Amor de Vago,GraceMusic,1,10,74,1339986
Argentina,2026/02/05,febrero_2026,10,"W Sound, Beéle, Ovy On The Drums",W Sound,Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,La Plena - W Sound 05,WEA Latina,1,9,49,1328595
Argentina,2026/02/05,febrero_2026,11,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,no tiene sentido,5020 Records,8,11,37,1299182
Argentina,2026/02/05,febrero_2026,12,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,14,57,1238870
Argentina,2026/02/05,febrero_2026,13,"PEPU, Pizzu",PEPU,Pizzu,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,TENGO UN FEELING,FRISBI RECORDS,13,15,5,1174761
Argentina,2026/02/05,febrero_2026,14,"Lauta, Amigo de Artistas, Tote",Lauta,Amigo de Artistas,Tote,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,Puñaladas,LEB Records,14,26,4,1155280
Argentina,2026/02/05,febrero_2026,15,"Bad Bunny, Omar Courtz, Dei V",Bad Bunny,Omar Courtz,Dei V,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,VeLDÁ,Rimas Entertainment LLC.,6,20,57,1152182
Argentina,2026/02/05,febrero_2026,16,"Myke Towers, Quevedo",Myke Towers,Quevedo,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,España,NA,NA,NA,NA,NA,NA,NA,NA,SOLEAO,WEA Latina,4,13,36,1085687
Argentina,2026/02/05,febrero_2026,17,Milo j,Milo j,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niño,Sony Music Latin,6,19,19,1074344
Argentina,2026/02/05,febrero_2026,18,"Bizarrap, Daddy Yankee",Bizarrap,Daddy Yankee,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,"Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",DALE PLAY Records,1,12,14,1066393
Argentina,2026/02/05,febrero_2026,19,Airbag,Airbag,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pensamientos,Pop Art,13,18,49,1052437
Argentina,2026/02/05,febrero_2026,20,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,5,25,57,1021256
Argentina,2026/02/05,febrero_2026,21,"Beéle, Ovy On The Drums",Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,mi refe,5020 Records,16,17,57,1019953
Argentina,2026/02/05,febrero_2026,22,La T y La M,La T y La M,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Se Va,GraceMusic,22,22,67,1018711
Argentina,2026/02/05,febrero_2026,23,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,Rimas Entertainment LLC.,1,35,57,1008287
Argentina,2026/02/05,febrero_2026,24,"Ovy On The Drums, Quevedo, Beéle",Ovy On The Drums,Quevedo,Beéle,NA,NA,NA,NA,NA,NA,NA,Colombia,España,Colombia,NA,NA,NA,NA,NA,NA,NA,YO y TÚ,WEA Latina,4,29,34,975436
Argentina,2026/02/05,febrero_2026,25,"Alleh, Yorghaki",Alleh,Yorghaki,NA,NA,NA,NA,NA,NA,NA,NA,Venezuela,Venezuela,NA,NA,NA,NA,NA,NA,NA,NA,capaz (merengueton),La Ciudad,3,21,56,941137
Argentina,2026/02/05,febrero_2026,26,"Luck Ra, Miranda!",Luck Ra,Miranda!,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,TU MISTERIOSO ALGUIEN (CUARTETO) (feat. Miranda!),Sony Music Latin,2,16,21,874679
Argentina,2026/02/05,febrero_2026,27,Djo,Djo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,NA,End of Beginning,Djo,15,24,20,853369
Argentina,2026/02/05,febrero_2026,28,"Maria Becerra, TINI, XROSS",Maria Becerra,TINI,XROSS,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,HASTA QUE ME ENAMORO,WEA Latina,8,23,20,850253
Argentina,2026/02/05,febrero_2026,29,"Bizarrap, J Balvin",Bizarrap,J Balvin,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,"J Balvin: Bzrp Music Sessions, Vol. 62/66",DALE PLAY Records,9,27,6,839116
Argentina,2026/02/05,febrero_2026,30,"Tincho & Javi, Max Carra",Tincho & Javi,Max Carra,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,Loco Enamorado I Varieté #4,Tincho Di Salvo,24,37,22,816120
Argentina,2026/02/05,febrero_2026,31,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,EoO,Rimas Entertainment LLC.,15,49,57,801976
Argentina,2026/02/05,febrero_2026,32,Babasonicos,Babasonicos,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Como Eran Las Cosas,Universal Music Argentina S.A.,11,32,151,798416
Argentina,2026/02/05,febrero_2026,33,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Bad Bunny,Ozuna,Farruko,Arcángel,Ñengo Flow,DJ Luian,Mambo Kingz,NA,NA,NA,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,NA,NA,NA,Diles,Rimas Entertainment LLC,25,36,106,788720
Argentina,2026/02/05,febrero_2026,34,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NUEVAYoL,Rimas Entertainment LLC.,8,55,57,785363
Argentina,2026/02/05,febrero_2026,35,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA",Blessd,Anuel AA,Yan Block,Luar La L,Kris R.,ROA,NA,NA,NA,NA,Colombia,Puerto Rico,Puerto Rico,Puerto Rico,Colombia,Puerto Rico,NA,NA,NA,NA,"YOGURCITO REMIX (feat. Kris R., ROA)",WEA Latina,13,30,23,775393
Argentina,2026/02/05,febrero_2026,36,"Maria Becerra, El Alfa, XROSS",Maria Becerra,El Alfa,XROSS,NA,NA,NA,NA,NA,NA,NA,Argentina,Republica Dominicana,Argentina,NA,NA,NA,NA,NA,NA,NA,HACE CALOR,WEA Latina,16,28,11,771311
Argentina,2026/02/05,febrero_2026,37,"Luck Ra, Karina, RAMKY EN LOS CONTROLES",Luck Ra,Karina,RAMKY EN LOS CONTROLES,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,LADRON,Sony Music Latin,18,31,8,771098
Argentina,2026/02/05,febrero_2026,38,Cazzu,Cazzu,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Con Otra,DALE PLAY Records / RIMAS Entertainment LLC,6,34,46,766206
Argentina,2026/02/05,febrero_2026,39,Airbag,Airbag,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Por Mil Noches,DALE PLAY Records / Airbag,18,38,316,723716
Argentina,2026/02/05,febrero_2026,40,Tan Bionica,Tan Bionica,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Obsesionario en La Mayor,DALE PLAY Records,24,43,139,722856
Argentina,2026/02/05,febrero_2026,41,"Young Cister, Kreamly",Young Cister,Kreamly,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,QLOO*,Sony Music Entertainment Chile S.A,2,33,32,717575
Argentina,2026/02/05,febrero_2026,42,"Rauw Alejandro, Bad Bunny",Rauw Alejandro,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,Qué Pasaría...,Sony Music Latin/Duars Entertainment,14,137,64,716865
Argentina,2026/02/05,febrero_2026,43,"PEPU, Nico Valdi, Pizzu",PEPU,Nico Valdi,Pizzu,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,Far Away,Pedro Somoza Nazar Anchorena,43,44,3,706492
Argentina,2026/02/05,febrero_2026,44,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLOuFRENS,Rimas Entertainment LLC.,14,64,57,702262
Argentina,2026/02/05,febrero_2026,45,"Tiago PZK, Ke Personajes",Tiago PZK,Ke Personajes,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,Piel,WEA Latina,2,40,105,700191
Argentina,2026/02/05,febrero_2026,46,"Bad Bunny, Chuwi",Bad Bunny,Chuwi,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,WELTiTA,Rimas Entertainment LLC.,7,79,54,684880
Argentina,2026/02/05,febrero_2026,47,"Q' Lokura, Los Herrera",Q' Lokura,Los Herrera,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,Cuidado Que Te Supero,Q' Lokura,40,42,91,669836
Argentina,2026/02/05,febrero_2026,48,"Jere Klein, Katteyes, Mateo on the Beatz",Jere Klein,Katteyes,Mateo on the Beatz,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,TODO KE VER,2025 JERE KLEIN,3,45,25,654824
